Code Postal / CEDEX,Code INSEE,Nom de la commune
26170,26048,Bénivay-Ollon
26290,26145,Les Granges-Gontardes
74450,74239,Saint-Jean-de-Sixt
74360,74286,Vacheresse
01003,01053,Bourg-en-Bresse
01007,01053,Bourg-en-Bresse
01116,01031,Bellignat
01117,01181,Groissiat
01173,01173,Gex
01707,01275,Neyron
02104,02691,Saint-Quentin
02205,02828,Vregny
02322,02659,Rouvroy
03005,03011,Aurouër
03016,03190,Moulins
03103,03185,Montluçon
03204,03310,Vichy
06175,06088,Nice
06322,06029,Cannes
06516,06033,Carros
06632,06004,Antibes
06804,06027,Cagnes-sur-Mer
06921,06018,Biot
08302,08403,Sault-lès-Rethel
10090,10287,Piney
10092,10387,Troyes
10154,10297,Pont-Sainte-Marie
10431,10325,Rosières-près-Troyes
13092,13001,Aix-en-Provence
13235,13201,MARSEILLE CEDEX 02
13243,13206,MARSEILLE CEDEX 01
13295,13208,MARSEILLE CEDEX 08
13351,13205,MARSEILLE CEDEX 05
13549,13041,Gardanne
13655,13081,Rognac
13672,13005,Aubagne
13674,13005,Aubagne
13713,13070,La Penne-sur-Huveaune
13727,13054,Marignane
13742,13033,Ensuès-la-Redonne
13778,13039,Fos-sur-Mer
13825,13019,Cabriès
14034,14327,Hérouville-Saint-Clair
14403,14630,Saint-Martin-des-Entrées
14502,14762,Vire Normandie
14907,14556,Saint-André-sur-Orne
15006,15014,Aurillac
15106,15187,Saint-Flour
16915,16015,Angoulême
17001,17028,Aytré
17042,17300,La Rochelle
17102,17415,Saintes
17306,17463,Vergeroux
17308,17299,Rochefort
17313,17299,Rochefort
17413,17350,Saint-Julien-de-l'Escap
18014,99127,BOURGES CEDEX
18027,18033,Bourges
18035,18033,Bourges
19005,19272,Tulle
19012,19272,Tulle
20410,2B033,Bastia
20411,2B033,Bastia
20700,2A008,Albitreccia
21014,21231,Dijon
21075,21231,Dijon
21301,21166,Chenôve
21501,21425,Montbard
21801,21515,Quetigny
22008,22278,Saint-Brieuc
22043,22278,Saint-Brieuc
22305,22113,Lannion
24009,24322,Périgueux
24051,24322,Périgueux
24201,24520,Sarlat-la-Canéda
24203,24520,Sarlat-la-Canéda
24205,24520,Sarlat-la-Canéda
25046,25056,Besançon
25047,25454,Pirey
25087,25056,Besançon
25404,25031,Audincourt
25461,25228,Étupes
25504,25411,Morteau
26243,26010,Anneyron
27004,27299,Gravigny
27009,27229,Évreux
27131,27383,Mandres
27202,27681,Vernon
27607,27517,Saint-Aubin-sur-Gaillon
28102,28087,Châtaincourt
28132,28191,Hanches
28132,28423,Yermenonville
28201,28233,Marboué
28202,28088,Châteaudun
29123,29220,Pont-l'Abbé
29228,29019,Brest
29323,29232,Quimper
29391,29233,Quimperlé
30014,30189,Nîmes
30019,30189,Nîmes
30103,30007,Alès
30202,30028,Bagnols-sur-Cèze
30207,30028,Bagnols-sur-Cèze
30253,30321,Sommières
31030,31555,Toulouse
31049,31555,Toulouse
31062,31555,Toulouse
31078,31555,Toulouse
31093,31555,Toulouse
31098,31555,Toulouse
31203,31555,Toulouse
31671,31169,Escalquens
31702,31069,Blagnac
31703,31150,Cornebarrieu
31806,31483,Saint-Gaudens
33059,33063,Bordeaux
33153,33119,Cenon
33272,33167,Floirac
33391,33441,Saint-Martin-Lacaussade
33402,33522,Talence
33561,33003,Ambarès-et-Lagrave
33565,33032,Bassens
33607,33318,Pessac
33708,33281,Mérignac
34048,34172,Montpellier
34094,34172,Montpellier
34174,34090,Le Crès
34201,34301,Sète
34471,34198,Pérols
34514,34032,Béziers
34521,34032,Béziers
34976,34129,Lattes
34978,34129,Lattes
34981,34172,Montpellier
35012,35288,Saint-Malo
35038,35238,Rennes
35066,35238,Rennes
35108,35238,Rennes
35505,35360,Vitré
35532,35207,Noyal-sur-Vilaine
35603,44185,Saint-Nicolas-de-Redon
35762,35278,Saint-Grégoire
35768,35120,Gévezé
35769,35278,Saint-Grégoire
36105,36052,Chouday
37012,37261,Tours
37171,37050,Chambray-lès-Tours
37306,37122,Joué-lès-Tours
37925,37261,Tours
38017,38185,Grenoble
38040,73261,Saint-Michel-de-Maurienne
38053,38158,Eybens
38209,38544,Vienne
38326,38158,Eybens
38354,38509,La Tour-du-Pin
38504,38563,Voiron
38783,38480,Septème
39802,39054,Biefmorin
40002,40192,Mont-de-Marsan
40004,40192,Mont-de-Marsan
41105,41226,Saint-Ouen
42027,42218,Saint-Étienne
42311,42187,Roanne
42406,42207,Saint-Chamond
44032,44109,Nantes
44053,44109,Nantes
44124,44215,Vertou
44126,44071,Haute-Goulaine
44157,44003,Ancenis-Saint-Géréon
44215,44131,Pornic
44233,44190,Saint-Sébastien-sur-Loire
44335,44109,Nantes
44506,44055,La Baule-Escoublac
44613,44184,Saint-Nazaire
44816,44162,Saint-Herblain
44958,44109,Nantes
44985,44172,Sainte-Luce-sur-Loire
45035,45234,Orléans
45060,45232,Olivet
45209,45004,Amilly
45404,45147,Fleury-les-Aubrais
46004,46105,Flaujac-Poujols
47917,47001,Agen
47922,47078,Damazan
48004,48095,Mende
49043,49007,Angers
49137,49246,Les Ponts-de-Cé
49307,49099,Cholet
49308,49099,Cholet
49327,49099,Cholet
49601,49023,Beaupréau-en-Mauges
50302,50025,Avranches
50404,50218,Granville
51013,51108,Châlons-en-Champagne
51017,51108,Châlons-en-Champagne
51204,51431,Pierry
51555,51099,Bussy-Lettrée
51558,51099,Bussy-Lettrée
51715,51454,Reims
52108,52045,Bettancourt-la-Ferrée
52904,52121,Chaumont
53601,53065,EVRON CEDEX
54011,54395,Nancy
54013,54395,Nancy
54054,54395,Nancy
54271,54482,Saint-Max
54272,54439,Pulnoy
54511,54547,Vandœuvre-lès-Nancy
54516,54547,Vandœuvre-lès-Nancy
54522,54357,Maxéville
54527,54357,Maxéville
55108,55360,Mouilly
56006,56231,Saint-Nolff
56201,56061,La Gacilly
56601,56098,Lanester
56703,56083,Hennebont
57021,57463,Metz
57109,57672,Thionville
57211,57631,Sarreguemines
57282,57303,Hauconcourt
57354,57638,Schœneck
57502,57606,Saint-Avold
57504,57606,Saint-Avold
57605,57227,Forbach
57704,57368,Knutange
58004,58194,Nevers
58642,58303,Varennes-Vauzelles
59022,59350,Lille
59026,59026,Aubigny-au-Bac
59207,59599,Tourcoing
59304,59221,Famars
59333,59599,Tourcoing
59376,59183,Dunkerque
59383,59271,Grande-Synthe
59432,59279,Halluin
59501,59165,Cuincy
59507,59170,Dechy
59653,59009,Villeneuve-d'Ascq
59669,59009,Villeneuve-d'Ascq
59704,59378,Marcq-en-Barœul
59708,22278,Saint-Brieuc
59721,59172,Denain
59813,59523,Sainghin-en-Mélantois
59818,59343,Lesquin
59943,59183,Dunkerque
60021,60057,Beauvais
60543,60012,Andeville
60723,60508,Pontpoint
61001,61001,Alençon
61013,61001,Alençon
61014,61001,Alençon
62005,62753,Saint-Laurent-Blangy
62192,62028,Ames
62225,62193,Calais
62301,62498,Lens
62402,62119,Béthune
62409,62119,Béthune
62508,62534,Lumbres
62965,62525,Longuenesse
63016,63113,Clermont-Ferrand
63050,63113,Clermont-Ferrand
63055,63113,Clermont-Ferrand
63175,63014,Aubière
63308,63276,Peschadoires
63403,63075,Chamalières
63407,63308,Royat
63408,63141,Durtol
63964,63113,Clermont-Ferrand
64028,64445,Pau
64101,64102,Bayonne
64603,64102,Bayonne
65008,65440,Tarbes
65501,65460,Vic-en-Bigorre
66007,66136,Perpignan
66302,66210,Thuir
66751,66171,Saint-Cyprien
67023,67482,Strasbourg
67138,67027,Belmont
67158,67130,Erstein
67212,67348,Obernai
67213,67504,Valff
67452,67256,Lampertheim
67541,67365,Ostwald
67703,67129,Ernolsheim-lès-Saverne
67728,67529,Weyersheim
68009,68066,Colmar
68017,68066,Colmar
68070,68224,Mulhouse
68085,68224,Mulhouse
68501,68112,Guebwiller
68704,68040,Bitschwiller-lès-Thann
68801,68334,Thann
68802,68279,Roderen
69225,69382,LYON CEDEX 02
69227,69382,LYON CEDEX 02
69229,69382,LYON CEDEX 02
69256,69389,LYON CEDEX 09
69269,69382,LYON CEDEX 02
69342,69387,LYON CEDEX 07
69353,69387,LYON CEDEX 07
69371,69388,LYON CEDEX 08
69396,69383,LYON CEDEX 03
69437,69383,LYON CEDEX 03
69493,69152,Pierre-Bénite
69551,69276,Feyzin
69552,69296,Solaize
69659,69115,Limas
69678,69029,Bron
69881,69282,Meyzieu
69924,69142,La Mulatière
69967,69281,Marennes
70004,70550,Vesoul
70304,70473,Saint-Sauveur
70306,70258,Froideconche
71308,71306,Montceau-les-Mines
71403,71014,Autun
72015,72181,Le Mans
72035,72181,Le Mans
72044,72181,Le Mans
72405,72132,La Ferté-Bernard
73155,73304,Val-d'Isère
73212,73006,Aime-la-Plagne
73302,73135,La Tour-en-Maurienne
73303,73322,Villarodin-Bourget
73573,73057,Brides-les-Bains
73701,73054,Bourg-Saint-Maurice
73805,73171,Montmélian
74103,74012,Annemasse
74151,74225,Rumilly
74303,74081,Cluses
75107,75102,PARIS CEDEX 02
75189,75104,PARIS CEDEX 04
75306,75109,PARIS CEDEX 09
75340,75107,PARIS CEDEX 07
75429,75109,PARIS CEDEX 09
75450,75109,PARIS CEDEX 09
75461,75110,PARIS CEDEX 10
75574,75112,PARIS CEDEX 12
75590,75112,PARIS CEDEX 12
75647,75113,PARIS CEDEX 13
75769,75116,PARIS CEDEX 16
75773,75116,PARIS CEDEX 16
75801,75108,PARIS CEDEX 08
75862,75118,PARIS CEDEX 18
75899,75102,PARIS CEDEX 18
75962,75120,PARIS CEDEX 20
75986,75120,PARIS CEDEX 20
76008,76540,Rouen
76031,76540,Rouen
76036,76540,Rouen
76059,76351,Le Havre
76060,76351,Le Havre
76173,76540,Rouen
76191,76099,Blacqueville
76236,76108,Bois-Guillaume
76502,76231,Elbeuf
76806,76575,Saint-Étienne-du-Rouvray
77206,77468,Torcy
77221,77470,Tournan-en-Brie
77388,77122,Combs-la-Ville
77403,77243,Lagny-sur-Marne
77407,77243,Lagny-sur-Marne
77454,77083,Champs-sur-Marne
77487,77149,PROVINS CEDEX
77601,77181,Ferrières-en-Brie
77772,77307,Montévrain
77831,77350,Ozoir-la-Ferrière
77875,77467,La Tombe
77981,77407,Saint-Fargeau-Ponthierry
78004,78646,Versailles
78005,78350,Louveciennes
78009,78646,Versailles
78061,78297,Guyancourt
78101,78551,Saint-Germain-en-Laye
78105,78007,Aigremont
78185,78423,Montigny-le-Bretonneux
78203,78361,Mantes-la-Jolie
79011,79191,Niort
80108,80001,Abbeville
80208,80679,Ronssoy
80532,80368,Friville-Escarbotin
81101,81065,Castres
82004,82121,Montauban
82080,82121,Montauban
83030,83127,Signes
83067,83137,Toulon
83087,83062,La Garde
83165,83144,La Valette-du-Var
83173,83023,Brignoles
83236,83019,Bormes-les-Mimosas
83316,83068,Grimaud
83703,83118,Saint-Raphaël
84096,84007,Avignon
84102,84087,Orange
84272,84081,Morières-lès-Avignon
84804,84054,L'Isle-sur-la-Sorgue
84971,84031,Carpentras
85109,85194,Les Sables-d'Olonne
85203,85092,Fontenay-le-Comte
85603,85295,Treize-Septiers
86102,86066,Châtellerault
86104,86066,Châtellerault
86107,86111,Ingrandes
86960,86062,Chasseneuil-du-Poitou
87015,87085,Limoges
88121,88462,Le Syndicat
88121,88486,Vagney
88132,88163,Essegney
88161,88468,Le Thillot
88207,88383,Remiremont
90016,90010,Belfort
91045,91340,Lisses
91056,91340,Lisses
91165,91587,Saulx-les-Chartreux
91303,91377,Massy
91328,91689,Wissous
91349,91377,Massy
91573,91064,Bièvres
91884,91377,Massy
92001,92050,Nanterre
92045,92062,Puteaux
92050,92062,Puteaux
92056,92062,Puteaux
92152,92073,Suresnes
92153,92073,Suresnes
92201,92051,Neuilly-sur-Seine
92223,92007,Bagneux
92243,92046,Malakoff
92332,92071,Sceaux
92357,92060,Le Plessis-Robinson
92402,92026,Courbevoie
92502,92063,Rueil-Malmaison
92564,92063,Rueil-Malmaison
92614,92024,Clichy
92645,92012,Boulogne-Billancourt
92704,92025,Colombes
92711,92025,Colombes
92817,92062,Puteaux
92823,92062,Puteaux
92907,92062,Puteaux
92931,92026,Courbevoie
92974,92062,Puteaux
92983,92050,Nanterre
93001,93008,Bobigny
93112,93064,Rosny-sous-Bois
93165,93051,Noisy-le-Grand
93191,93051,Noisy-le-Grand
93327,93001,Aubervilliers
93364,93066,Saint-Denis
93401,93070,Saint-Ouen-sur-Seine
93618,93005,Aulnay-sous-Bois
94037,94028,Créteil
94134,94033,Fontenay-sous-Bois
94142,94002,Alfortville
94153,94054,Orly
94391,94054,Orly
94593,94065,Rungis
94598,94065,Rungis
94599,94065,Rungis
94637,94021,Chevilly-Larue
94663,91689,Wissous
95006,95127,Cergy
95051,95572,Saint-Ouen-l'Aumône
95075,95572,Saint-Ouen-l'Aumône
95203,95585,Sarcelles
95603,95203,Eaubonne
95616,95218,Éragny
95617,75116,CERGY PONTOISE CEDEX
95617,95572,Saint-Ouen-l'Aumône
95651,95271,Génicourt
95724,95527,Roissy-en-France
95742,77291,Le Mesnil-Amelot
95974,93073,Tremblay-en-France
97058,97801,ST MARTIN CEDEX
97178,97101,Les Abymes
97182,97120,Pointe-à-Pitre
97287,97213,Le Lamentin
97346,97307,Matoury
97483,97411,Saint-Denis
97743,97411,Saint-Denis
97832,97416,Saint-Pierre
97837,97422,Le Tampon
73500,73119,Freney
73470,73122,Gerbaix
74500,74127,Féternes
67170,67361,Olwisheim
39300,39376,Moutoux
39380,39399,Ounans
39270,39468,Rothonay
39190,39474,Sainte-Agnès
21360,21014,Antheuil
21120,21230,Diénay
21220,21295,Gevrey-Chambertin
21150,21308,Grignon
26160,26343,Souspierre
27180,27020,Arnières-sur-Iton
27170,27164,Combon
27210,27258,Fort-Moville
76440,76393,Longmesnil
76280,76595,Saint-Jouin-Bruneval
76260,76644,Saint-Rémy-Boscrocourt
67290,67413,Rosteig
68320,68019,Baltzenheim
40250,40141,Lahosse
40550,40150,Léon
41330,41035,Champigny-en-Beauce
27420,27420,Mouflaines
27340,27469,Pont-de-l'Arche
16230,16173,Juillé
16240,16197,La Magdeleine
16480,16365,Sauvignac
77390,77029,Beauvoir
77310,77378,Pringy
68580,68305,Seppois-le-Bas
69440,69051,Chaussan
69840,69053,Chénas
69170,69243,Tarare
41140,41229,Saint-Romain-sur-Cher
42510,42029,Bussières
42460,42079,Cuinzier
42670,42086,Écoche
54450,54447,Réclonville
54830,54501,Seranville
40990,40003,Angoumé
40250,40078,Caupenne
17270,17077,Cercoux
17540,17396,Saint-Sauveur-d'Aunis
70200,70544,La Vergenne
71700,71052,Boyer
70500,70112,Cemboing
70400,70160,Coisevaux
70400,70206,Échenans-sous-Mont-Vaudois
70110,70271,Gouhenans
70240,70303,Liévans
70120,70442,Renaucourt
54290,54559,Velle-sur-Moselle
54260,54582,Villette
55200,55085,Broussey-Raulecourt
55120,55116,Le Claon
41400,41151,Montrichard Val de Cher
41230,41195,Rougeou
42670,42014,Belleroche
42840,42068,Combre
42320,42103,La Grand-Croix
34290,34139,Lieuran-lès-Béziers
34560,34165,Montbazin
34980,34177,Murles
34520,34278,Saint-Michel
34270,34322,Valflaunès
71500,71580,Vincelles
72400,72040,La Bosse
75017,75117,PARIS 17
76560,76009,Ancourteville-sur-Héricourt
76630,76049,Avesnes-en-Val
76420,76095,Bihorel
56380,56075,Guer
56910,56183,QUELNEUC
57720,57108,Breidenbach
57340,57379,Landroff
57370,57703,Veckersviller
57890,57765,Diesen
34600,34335,Villemagne-l'Argentière
73000,73031,Bassens
73340,73178,La Motte-en-Bauges
73110,73205,Le Pontet
73330,73309,Verel-de-Montbel
76890,76335,Gueutteville
76440,76345,Haussez
76560,76530,Robertot
76520,76558,Saint-Aubin-Celloville
76430,76684,Tancarville
57320,57502,Neunkirchen-lès-Bouzonville
58270,58143,Limon
58160,58258,Saint-Ouen-sur-Loire
30170,30263,Saint-Hippolyte-du-Fort
30580,30338,Vallérargues
36220,36096,Lingé
36290,36246,Villiers
60850,60344,Lalandelle
60350,60438,Moulin-sous-Touvent
60510,60559,La Rue-Saint-Pierre
60800,60650,Trumilly
60360,60673,Viefvillers
59144,59639,Wargnies-le-Grand
57160,57601,Rozérieulles
57970,57689,Valmestroff
57580,57728,Voimhaut
57970,57757,Yutz
58350,58061,Chasnay
58390,58104,Dornes
49700,49047,BRIGNE
31220,31327,Mauran
31450,31381,Montgiscard
08390,08020,Les Petites-Armoises
61130,61038,Bellême
59670,59662,Winnezeele
60690,60004,Achy
60530,60259,Fresnoy-en-Thelle
60310,60340,Lagny
60127,60430,Morienval
49330,49132,Étriché
50300,50025,Avranches
50800,50048,Beslon
72290,72174,Lucé-sous-Ballon
08600,08353,Rancennes
24160,24164,Excideuil
24350,24200,Grand-Brassac
65370,65230,Izaourt
65240,65255,Lançon
65240,65317,Mont
65350,65326,Mun
65350,65443,Thuy
65370,65453,Troubat
60180,60463,Nogent-sur-Oise
50310,50507,Saint-Marcouf
73260,73024,Les Avanchers-Valmorel
73000,73160,Montagnole
73220,73212,Val-d'Arc
73340,73234,Saint-François-de-Sales
24540,24446,Saint-Marcory
25530,25141,Chaux-lès-Passavant
66130,66111,Montalba-le-Château
66110,66203,Taulis
66320,66221,Valmanya
67860,67146,Friesenheim
67320,67159,Gœrlingen
61120,61333,Pontchardon
61410,61439,Saint-Ouen-le-Brisoult
64350,64390,Moncaup
64190,64403,Montfort
64470,64533,Tardets-Sorholus
28310,28025,Barmainville
28310,28189,Guilleville
28160,28250,MEZIERES AU PERCHE
28500,28292,Ouerre
28120,28336,Saint-Éman
74890,74156,Lully
74150,74274,VAL DE FIER
74290,74299,Veyrier-du-Lac
75006,75106,PARIS 06
76110,76141,Bréauté
76116,76163,Catenay
25470,25234,Ferrières-le-Lac
25140,25255,Fournet-Blancheroche
25550,25322,Laire
01190,01050,Boissey
82340,82165,Saint-Loup
65440,65006,Ancizan
65130,65041,Asque
65140,65325,Moumoulous
65380,65339,Orincles
65100,65343,Ossen
65330,65381,Sabarros
72200,72025,Bazouges Cré sur Loir
72170,72029,Beaumont-sur-Sarthe
72290,72088,Congé-sur-Orne
76750,76243,Ernemont-sur-Buchy
76170,76627,Saint-Nicolas-de-la-Taille
01510,01280,Ordonnaz
02600,02015,Ancienville
18190,18221,Saint-Loup-des-Chaumes
19300,19070,Darnets
83150,83009,Bandol
66500,66034,Campôme
67310,67018,Balbronn
72130,72337,Sougé-le-Ganelon
73330,73204,Le Pont-de-Beauvoisin
76390,76739,Vieux-Rouen-sur-Bresle
88140,88485,La Vacheresse-et-la-Rouillie
19490,19203,Sainte-Fortunade
19290,19206,Saint-Germain-Lavolps
19160,19228,Saint-Pantaléon-de-Lapleau
19220,19258,Servières-le-Château
21230,21140,Champignolles
21220,21169,Chevannes
21320,21176,Civry-en-Montagne
21250,21189,Corberon
85190,85130,Maché
85700,85140,La Meilleraie-Tillay
45480,45240,Outarville
45310,45296,Saint-Péravy-la-Colombe
46270,46085,Cuzac
46150,46134,Les Junies
46320,46176,Livernon
67680,67337,Nothalten
81170,81224,Le Riols
82110,82042,Cazes-Mondenard
74500,74057,Champanges
74150,74192,Moye
74150,74297,Versonnex
76590,76085,Bertreville-Saint-Ouen
89390,89280,Nuits
89260,89310,La Postolle
90140,90018,Brebotte
91150,91098,Boutervilliers
21190,21401,Meloisey
21210,21422,Molphey
21200,21423,Montagny-lès-Beaune
46700,46336,Vire-sur-Lot
47360,47155,Madaillan
83780,83058,Flayosc
83310,83079,La Môle
83470,83116,Saint-Maximin-la-Sainte-Baume
84850,84029,Camaret-sur-Aigues
76190,76203,Croix-Mare
76500,76486,Orival
76840,76513,Quevillon
91170,91687,Viry-Châtillon
95570,95028,Attainville
95270,95331,Lassy
97290,97217,Le Marin
22300,22211,Ploubezre
22440,22215,Ploufragan
49460,49130,Écuillé
49124,49241,Le Plessis-Grammoire
49410,49244,Mauges-sur-Loire
23000,23033,La Brionne
23220,23121,MALVAL
76890,76654,Saint-Vaast-du-Val
76170,76712,La Trinité-du-Mont
97660,97603,Bandrele
98874,98817,LE MONT DORE
61440,61149,Échalou
23110,23076,Évaux-les-Bains
23190,23127,Mautes
01220,01143,Divonne-les-Bains
01390,01318,Rancé
01260,01330,Ruffieu
24520,24242,Liorac-sur-Louyre
24440,24290,Montferrand-du-Périgord
24500,24423,Saint-Julien-Innocence-Eulalie
24800,24505,Saint-Sulpice-d'Excideuil
24270,24519,Sarlande
67480,67140,Forstfeld
67270,67460,Schwindratzheim
61440,61362,Saint-André-de-Messei
61390,61398,Saint-Germain-le-Vieux
61130,61437,ST OUEN DE LA COUR
62570,62423,Helfaut
62650,62437,Herly
62500,62674,Quelmes
02880,02175,Chavigny
02860,02178,Chermizy-Ailles
02210,02192,Chouy
02210,02203,Coincy
02400,02280,Épieds
02450,02414,Lavaqueresse
25440,25109,Cessey
25320,25147,Chemaudin et Vaux
25270,25319,LABERGEMENT DU NAVOIS
68290,68275,Rimbach-près-Masevaux
69420,69007,Ampuis
62270,62137,Blangerval-Blangermont
62130,62238,Conteville-en-Ternois
62158,62253,Couturelle
62910,62297,Éperlecques
62112,62383,Gouy-sous-Bellonne
62130,62435,Herlincourt
63570,63185,Lamontgie
63340,63242,Moriat
02220,02520,Mont-Notre-Dame
02610,02532,Moÿ-de-l'Aisne
02320,02733,SUZY
25330,25545,Silley-Amancey
12490,12243,Saint-Rome-de-Cernon
13260,13022,Cassis
13800,13047,Istres
69380,69076,Dommartin
69760,69116,Limonest
62650,62670,Preures
62114,62737,Sains-en-Gohelle
62830,62888,Wierre-au-Bois
63120,63015,Aubusson-d'Auvergne
63480,63037,Bertignat
63660,63104,La Chaulme
63310,63333,Saint-Denis-Combarnazat
63440,63382,Saint-Pardoux
64400,64224,Eysus
33410,33253,Loupiac
33190,33291,Montagoudin
33920,33416,Saint-Girons-d'Aiguevives
13119,13101,Saint-Savournin
13700,13102,Saint-Victoret
14140,14031,LES AUTHIEUX PAPION
14340,14126,Cambremer
14220,14251,Esson
88450,88493,Varmonzey
88320,88510,Villotte
89310,89290,Pasilly
89230,89437,Venouse
83640,83093,Plan-d'Aups-Sainte-Baume
64560,64316,Larrau
64120,64429,Orsanco
65330,65097,Bonrepos
85130,85247,Saint-Martin-des-Tilleuls
85230,85273,Saint-Urbain
85200,85281,Sérigné
33440,33434,Saint-Louis-de-Montferrand
33350,33437,Saint-Magne-de-Castillon
34700,34072,Celles
34360,34218,Prades-sur-Vernazobre
34670,34244,Saint-Brès
34150,34261,Saint-Guilhem-le-Désert
14340,14541,La Roque-Baignard
14100,14574,Saint-Désir
14380,14658,Noues de Sienne
15110,15065,Espinasse
15310,15075,Girgols
90800,90004,Argiésans
93460,93033,Gournay-sur-Marne
93400,93070,Saint-Ouen-sur-Seine
85150,85236,Saint-Julien-des-Landes
85470,85243,Brem-sur-Mer
86230,86127,Leigné-sur-Usseau
86480,86213,Rouillé
87230,87029,Les Cars
87140,87103,Nantiat
87350,87114,Panazol
86320,86190,Persac
86160,86235,Saint-Maurice-la-Clouère
86230,86265,Sossais
87230,87032,Châlus
87240,87157,Saint-Laurent-les-Églises
88270,88001,Les Ableuvenettes
35130,35008,Availles-sur-Seiche
35133,35142,Landéan
36130,36064,Diors
93470,93015,Coubron
42114,42128,Machézal
42260,42274,Saint-Polgues
43140,43236,La Séauve-sur-Semène
53440,53008,Aron
53290,53029,Bierné-les-Villages
53120,53042,Brecé
53390,53192,La Rouaudière
85450,85185,Puyravault
86190,86024,Béruges
86340,86284,Vernon
95420,95379,Maudétour-en-Vexin
98795,98743,RIMATARA
98812,98802,BOULOUPARI
16190,16052,Bors (Canton de Tude-et-Lavalette)
16700,16104,Condac
16290,16163,Hiersac
16140,16221,Mons
16480,16256,Passirac
44770,44136,Préfailles
45390,45014,Aulnay-la-Rivière
54160,54214,Frolois
87620,87191,Séreilhac
20251,NA,Piedicorte-di-Gaggio
20229,NA,Valle-d'Orezza
17360,17055,Boscamnant
17770,17198,Juicq
45650,45286,Saint-Jean-le-Blanc
46320,46094,Espédaillac
46160,46157,Larroque-Toirac
54370,54446,Réchicourt-la-Petite
54290,54585,Virecourt
55130,55001,Abainville
55100,55050,Bezonvaux
88320,88258,Lamarche
88130,88286,Marainville-sur-Madon
88100,88341,Pair-et-Grandrupt
88170,88366,Rainville
88260,88411,Saint-Baslemont
89116,89063,La Celle-Saint-Cyr
89260,89080,La Chapelle-sur-Oreuse
89400,89105,Chichery
89116,89133,Cudot
49460,49135,Feneu
49620,49244,Mauges-sur-Loire
50230,50003,Agon-Coutainville
07170,07273,Saint-Maurice-d'Ibie
07220,07279,Saint-Montan
07140,07305,Les Salelles
47470,47025,Beauville
47190,47129,Lagarrigue
55230,55367,Muzeray
31510,31308,Luscan
31120,31458,Roques
89740,89320,Quincerot
50730,50452,Saint-Brice-de-Landelles
50340,50480,Saint-Germain-le-Gaillard
50490,50622,VAUDRIMESNIL
50480,50636,VIERVILLE
51510,51160,Compertrix
08500,08284,Les Mazures
08450,08317,La Neuville-à-Maire
08220,08465,Vaux-lès-Rubigny
48330,48148,Saint-Étienne-Vallée-Française
51170,51069,Bligny
32380,32158,L'Isle-Bouzon
32380,32370,Saint-Clar
33670,33059,Blésignac
91160,91587,Saulx-les-Chartreux
91710,91649,Vert-le-Petit
95130,95252,Franconville
95300,95341,Livilliers
51800,51280,Gratreuil
51220,51568,Thil
52300,52030,Autigny-le-Petit
10340,10022,Avirey-Lingey
51170,51527,Savigny-sur-Ardres
52500,52043,Belmont
33650,33077,Cabanac-et-Villagrains
33540,33112,Caumont
33580,33139,Coutures
33185,33200,Le Haillan
33230,33315,Les Peintures
33910,33445,Saint-Martin-du-Bois
97680,97611,Mamoudzou
98774,98737,PUKAPUKA
98859,98811,KONE
20137,NA,Lecci
40180,40300,Seyresse
40320,40325,Vielle-Tursan
10700,10436,Vinets
11700,11068,Capendu
11300,11105,Cournanel
52140,52465,Saulxures
52400,52483,Soyers
52130,52550,Wassy
53170,53009,Arquenay
33260,33529,La Teste-de-Buch
12360,12179,Peux-et-Couffouleux
13100,13012,Beaurecueil
13580,13037,La Fare-les-Oliviers
20218,NA,Gavignano
20230,NA,Santa-Reparata-di-Moriani
41190,41182,Pray
41310,41184,Prunay-Cassereau
41370,41221,Saint-Léonard-en-Beauce
42800,42210,Sainte-Croix-en-Jarez
25500,25160,Les Combes
25340,25247,Fontenelle-Montby
53380,53226,Saint-Hilaire-du-Maine
54610,54001,Abaucourt
14260,14027,Les Monts d'Aunay
14940,14036,Banneville-la-Campagne
14690,14080,Le Bô
14130,14177,Coquainvilliers
14540,14294,GARCELLES SECQUEVILLE
14117,14401,Manvieux
09100,09056,Bézac
09200,09149,Lacourt
09310,09296,Aulos-Sinsat
09110,09298,Sorgeat
10140,10045,Beurey
10500,10063,Brienne-la-Vieille
10500,10123,Dienville
10130,10133,Eaux-Puiseaux
43300,43155,Prades
44190,44063,Gétigné
26340,26090,La Chaudière
26110,26130,Eyroles
26620,26168,Lus-la-Croix-Haute
26190,26270,Rochechinard
26110,26317,Saint-Maurice-sur-Eygues
26400,26344,Soyans
27380,27013,Amfreville-sous-les-Monts
27310,27039,Barneville-sur-Seine
27670,27093,BOSNORMAND
02240,02605,Pleine-Selve
02360,02666,Rozoy-sur-Serre
03120,03131,Isserpent
14520,14591,Aure sur Mer
14210,14707,Tourville-sur-Odon
10250,10170,Gyé-sur-Seine
10210,10388,Turgy
45630,45029,Beaulieu-sur-Loire
45410,45183,Lion-en-Beauce
45260,45213,Montereau
57570,57104,Boust
27130,27182,Courteilles
27470,27251,Fontaine-l'Abbé
27910,27453,Perriers-sur-Andelle
03320,03210,Pouzy-Mésangy
03310,03233,Saint-Genest
05100,05093,Névache
